Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,seasonYear,gameId,date,teamWithLevel,teamId,teamLevel,home,win,final,location,team,abbrevName,opponentId,opponentToken,opponent,result,org,oppOrg,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P,scatterName,scatterExtra,gameDay
1,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755668,2024-09-04 18:35:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,499,LAN,LAN,W 1-0,DET,ATH,21.8,23,1,1,4.0,49,13,51.0%,91.6,92.5,21.1,5.85,30.8%,0.0%,73.5%,57.1%,4.1%,92.3%,69.2%,25.00%,57.14%,28.6%,15.4%,15.8%,33.3%,84.6%,11.1%,.175,.068,1.15,.023,Lugnuts,WM vs. LAN (2024-09-04)<br>W 1-0,9/4/24
2,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756199,2024-08-28 19:05:00,WM - AFA,582,AFA,false,false,true,West Michigan,WM,WM,459,DAY,DAY,L 3-5,DET,CIN,21.8,23,1,1,4.0,54,15,44.4%,92.5,93.5,20.9,5.79,26.7%,0.0%,66.7%,42.6%,9.3%,73.3%,53.3%,14.29%,50.00%,38.9%,42.3%,35.7%,38.7%,57.7%,36.4%,.242,.176,0.89,.017,Dragons,WM vs. DAY (2024-08-28)<br>L 3-5,8/28/24
3,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755676,2024-08-20 18:35:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,437,LC,LC,W 2-1,DET,CLE,21.8,23,1,1,2.2,52,11,57.7%,92.5,93.4,22.2,5.89,36.4%,27.3%,53.8%,46.2%,15.4%,54.5%,63.6%,42.86%,66.67%,26.9%,22.2%,14.3%,14.3%,77.8%,0.0%,.204,.188,0.94,.018,Captains,WM vs. LC (2024-08-20)<br>W 2-1,8/20/24
4,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755677,2024-08-10 19:05:00,WM - AFA,582,AFA,true,false,true,West Michigan,WM,WM,554,BEL,BEL,L 0-7,DET,MIA,21.8,23,1,1,4.0,80,21,47.5%,91.4,92.6,21.1,5.84,14.3%,19.0%,56.3%,53.8%,11.3%,52.4%,52.4%,23.08%,50.00%,13.8%,10.5%,9.4%,16.2%,89.5%,0.0%,.368,.334,-0.36,-.005,Sky Carp,WM vs. BEL (2024-08-10)<br>L 0-7,8/10/24
5,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756142,2024-08-03 20:03:00 (2),WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,584,FW,FW,W 3-2 (7),DET,SD,21.8,23,1,1,5.0,89,21,46.1%,91.3,92.1,21.3,5.85,23.8%,4.8%,67.4%,49.4%,11.2%,61.9%,66.7%,11.11%,45.45%,28.1%,28.6%,26.5%,33.3%,71.4%,13.3%,.208,.312,2.26,.025,TinCaps,WM vs. FW (2024-08-03)<br>W 3-2,8/3/24
6,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755682,2024-07-28 14:00:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,499,LAN,LAN,W 11-0,DET,ATH,21.8,23,1,0,4.0,61,15,59.0%,92.0,93.3,21.9,6.01,33.3%,6.7%,63.9%,44.3%,16.4%,73.3%,73.3%,36.36%,57.14%,37.7%,36.0%,26.7%,29.4%,64.0%,0.0%,.238,.294,0.69,.011,Lugnuts,WM vs. LAN (2024-07-28)<br>W 11-0,7/28/24
7,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755689,2024-07-21 14:00:00,WM - AFA,582,AFA,true,false,true,West Michigan,WM,WM,459,DAY,DAY,L 2-4,DET,CIN,21.8,23,1,1,4.1,89,20,56.2%,91.6,93.0,21.6,5.90,30.0%,15.0%,59.6%,48.3%,15.7%,65.0%,55.0%,19.05%,50.00%,32.6%,35.1%,24.0%,26.1%,64.9%,0.0%,.308,.298,0.66,.007,Dragons,WM vs. DAY (2024-07-21)<br>L 2-4,7/21/24
8,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755623,2024-07-09 19:40:00,WM - AFA,582,AFA,false,false,true,West Michigan,WM,WM,572,WIS,WIS,L 0-4,DET,MIL,21.8,23,1,1,4.1,90,20,57.8%,91.9,93.1,21.9,5.91,25.0%,10.0%,58.9%,50.0%,12.2%,55.0%,50.0%,15.79%,28.57%,17.8%,7.5%,3.4%,24.4%,92.5%,30.8%,.341,.408,-0.70,-.008,Timber Rattlers,WM vs. WIS (2024-07-09)<br>L 0-4,7/9/24
9,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755693,2024-07-02 18:35:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,456,GL,GL,W 6-1,DET,LAD,21.8,23,1,1,5.0,72,17,52.8%,93.3,93.8,21.5,6.05,41.2%,0.0%,65.3%,43.1%,12.5%,76.5%,62.5%,18.75%,62.50%,37.5%,39.4%,16.7%,36.6%,60.6%,10.0%,.151,.156,1.74,.024,Loons,WM vs. GL (2024-07-02)<br>W 6-1,7/2/24
10,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755954,2024-06-27 19:05:00,WM - AFA,582,AFA,false,false,true,West Michigan,WM,WM,499,LAN,LAN,L 0-3,DET,ATH,21.8,23,1,1,6.0,87,24,50.6%,92.4,93.3,24.3,5.31,25.0%,20.8%,57.5%,43.7%,12.6%,62.5%,62.5%,10.00%,62.50%,31.0%,37.8%,34.6%,22.4%,62.2%,18.2%,.274,.263,1.39,.016,Lugnuts,WM vs. LAN (2024-06-27)<br>L 0-3,6/27/24
11,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755698,2024-06-21 18:35:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,459,DAY,DAY,W 8-1,DET,CIN,21.8,23,1,1,5.0,83,21,42.2%,92.6,93.7,21.5,6.02,28.6%,19.0%,60.2%,41.0%,21.7%,71.4%,57.1%,27.27%,62.50%,30.1%,28.6%,19.0%,28.6%,71.4%,18.2%,.361,.271,-0.52,-.006,Dragons,WM vs. DAY (2024-06-21)<br>W 8-1,6/21/24
12,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755701,2024-06-15 19:05:00,WM - AFA,582,AFA,true,false,true,West Michigan,WM,WM,572,WIS,WIS,L 2-7,DET,MIL,21.8,23,1,1,5.0,81,22,44.4%,92.9,94.0,21.4,5.99,22.7%,9.1%,67.9%,55.6%,12.3%,63.6%,65.2%,12.50%,50.00%,24.7%,16.7%,7.1%,38.9%,83.3%,6.7%,.223,.320,2.05,.025,Timber Rattlers,WM vs. WIS (2024-06-15)<br>L 2-7,6/15/24
13,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755769,2024-06-09 14:05:00,WM - AFA,582,AFA,false,false,true,West Michigan,WM,WM,550,SB,SB,L 3-4 (11),DET,CHC,21.8,23,1,1,4.0,71,16,38.0%,92.9,93.4,20.2,5.97,37.5%,0.0%,69.0%,54.9%,21.1%,62.5%,56.3%,20.00%,55.56%,29.6%,28.2%,23.3%,28.1%,71.8%,20.0%,.325,.293,-0.32,-.005,Cubs,WM vs. SB (2024-06-09)<br>L 3-4,6/9/24
14,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755772,2024-06-04 19:05:00,WM - AFA,582,AFA,false,false,true,West Michigan,WM,WM,550,SB,SB,L 3-7,DET,CHC,21.8,23,1,1,4.0,68,18,54.4%,93.4,94.4,20.6,6.11,27.8%,0.0%,73.5%,55.9%,11.8%,83.3%,66.7%,23.08%,50.00%,30.9%,27.5%,23.3%,33.3%,72.5%,8.3%,.345,.415,-0.31,-.005,Cubs,WM vs. SB (2024-06-04)<br>L 3-7,6/4/24
15,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755710,2024-05-29 11:00:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,456,GL,GL,W 2-0,DET,LAD,21.8,23,1,1,3.0,43,10,53.5%,93.5,94.8,22.6,6.18,40.0%,10.0%,72.1%,53.5%,11.6%,90.0%,90.0%,27.27%,50.00%,39.5%,36.4%,28.6%,40.0%,63.6%,20.0%,.120,.069,1.96,.046,Loons,WM vs. GL (2024-05-29)<br>W 2-0,5/29/24
16,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756036,2024-05-23 18:35:00,WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,437,LC,LC,W 4-1,DET,CLE,21.8,23,1,1,1.0,32,6,43.8%,92.2,93.1,21.2,6.07,0.0%,16.7%,62.5%,46.9%,15.6%,50.0%,50.0%,0.00%,0.00%,18.8%,12.5%,8.3%,23.5%,87.5%,0.0%,.225,.471,0.75,.023,Captains,WM vs. LC (2024-05-23)<br>W 4-1,5/23/24
17,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755911,2024-05-17 20:05:00,WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,443,PEO,PEO,W 6-1,DET,STL,21.8,23,1,1,5.0,58,16,37.9%,93.8,94.2,23.0,5.50,25.0%,0.0%,77.6%,53.4%,10.3%,87.5%,81.3%,16.67%,44.44%,31.0%,27.0%,17.4%,51.9%,73.0%,18.2%,.145,.128,2.62,.045,Chiefs,WM vs. PEO (2024-05-17)<br>W 6-1,5/17/24
18,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755713,2024-05-11 19:05:00,WM - AFA,582,AFA,true,true,true,West Michigan,WM,WM,584,FW,FW,W 4-3,DET,SD,21.8,23,1,1,5.0,76,17,56.6%,92.8,93.8,23.4,6.21,35.3%,5.9%,69.7%,48.7%,14.5%,76.5%,72.2%,22.22%,55.56%,23.7%,25.5%,22.6%,41.0%,74.5%,10.0%,.113,.144,3.00,.039,TinCaps,WM vs. FW (2024-05-11)<br>W 4-3,5/11/24
19,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756242,2024-05-05 13:05:00,WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,459,DAY,DAY,W 8-6,DET,CIN,21.8,23,1,1,3.1,70,16,48.6%,93.2,94.2,23.3,5.33,43.8%,12.5%,67.1%,40.0%,14.3%,68.8%,68.8%,25.00%,55.56%,41.4%,52.6%,35.3%,50.0%,47.4%,33.3%,.266,.320,1.68,.024,Dragons,WM vs. DAY (2024-05-05)<br>W 8-6,5/5/24
20,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756247,2024-04-30 19:05:00,WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,459,DAY,DAY,W 9-2,DET,CIN,21.8,23,1,1,4.0,65,14,56.9%,93.4,94.3,22.2,6.18,35.7%,0.0%,70.8%,55.4%,16.9%,71.4%,57.1%,21.43%,36.36%,27.7%,26.3%,13.8%,31.0%,73.7%,11.1%,.192,.189,1.32,.020,Dragons,WM vs. DAY (2024-04-30)<br>W 9-2,4/30/24
21,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755720,2024-04-24 12:05:00,WM - AFA,582,AFA,true,false,true,West Michigan,WM,WM,437,LC,LC,L 2-4,DET,CLE,21.8,23,1,1,5.0,81,20,50.6%,92.4,93.5,22.8,6.26,25.0%,0.0%,64.2%,49.4%,14.8%,60.0%,70.0%,15.38%,33.33%,23.5%,23.3%,18.8%,26.8%,76.7%,13.3%,.190,.279,1.49,.018,Captains,WM vs. LC (2024-04-24)<br>L 2-4,4/24/24
22,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756120,2024-04-18 18:05:00,WM - AFA,582,AFA,false,true,true,West Michigan,WM,WM,456,GL,GL,W 12-0,DET,LAD,21.8,23,1,1,4.0,63,15,49.2%,92.8,93.6,23.2,6.31,40.0%,0.0%,63.5%,47.6%,17.5%,80.0%,46.7%,27.27%,62.50%,36.5%,39.3%,33.3%,21.2%,60.7%,22.2%,.196,.226,0.61,.010,Loons,WM vs. GL (2024-04-18)<br>W 12-0,4/18/24
23,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,755725,2024-04-13 14:00:00 (1),WM - AFA,582,AFA,true,false,true,West Michigan,WM,WM,565,QC,QC,L 1-2 (8),DET,KC,21.8,23,1,1,4.0,52,16,55.8%,94.0,95.0,21.9,6.31,43.8%,0.0%,73.1%,57.7%,3.8%,62.5%,75.0%,50.00%,87.50%,48.1%,53.6%,52.4%,31.8%,46.4%,33.3%,.105,.288,2.60,.050,River Bandits,WM vs. QC (2024-04-13)<br>L 1-2,4/13/24
24,811290,J. Hamm,Jaden Hamm,Hamm,Jaden,P,,,,,,,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,2024,756057,2024-04-06 18:47:00 (2),WM - AFA,582,AFA,false,false,true,West Michigan,WM,WM,437,LC,LC,L 1-3 (7),DET,CLE,21.8,23,1,1,3.1,62,15,46.8%,93.1,94.3,23.0,6.24,46.7%,6.7%,66.1%,59.7%,9.7%,60.0%,66.7%,25.00%,77.78%,37.1%,37.9%,33.3%,20.0%,62.1%,0.0%,.170,.222,1.73,.028,Captains,WM vs. LC (2024-04-06)<br>L 1-3,4/6/24
