Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
28,814136,C. Tejada,Clevari Tejada,Tejada,Clevari,P,Bradenton Marauders,BRD,3390,Bradenton,afx,PIT,Bradenton Marauders,BRD,3390,Bradenton,AFX,PIT,R,R,20.8,21,26,23,92.0,1474,394,1.8%,92.8,94.7,17.2,6.50,18.8%,10.2%,59.4%,45.7%,24.2%,58.9%,54.4%,21.31%,45.99%,24.4%,23.0%,12.6%,25.3%,77.0%,17.2%,.290,.311,6.54,.004
28,800616,C. Schoenwetter,Cole Schoenwetter,Schoenwetter,Cole,P,Dayton Dragons,DAY,459,Dayton,afa,CIN,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,20.7,21,26,18,78.1,1404,358,42.1%,92.4,93.3,19.3,6.23,20.9%,16.8%,57.9%,46.2%,19.6%,55.3%,55.5%,19.27%,53.72%,24.9%,26.4%,18.6%,23.1%,73.6%,13.3%,.299,.330,11.04,.008
28,701370,J. Ortiz,JeanPierre Ortiz,Ortiz,JeanPierre,P,Dayton Dragons,DAY,459,Dayton,afa,CIN,Daytona Tortugas,DBT,450,Daytona,AFX,CIN,R,R,21.4,22,26,10,91.1,1446,382,53.9%,93.6,94.7,19.6,6.32,21.7%,8.6%,63.8%,54.1%,13.4%,62.3%,57.9%,19.50%,44.22%,29.3%,23.5%,17.3%,26.2%,76.5%,17.4%,.294,.296,11.25,.008
52,692294,L. Gutierrez,Luis Gutierrez,Gutierrez,Luis,P,San Antonio Missions,SA,510,San Antonio,aax,SD,El Paso Chihuahuas,ELP,4904,El Paso,AAA,SD,L,L,21.9,22,25,21,125.0,1960,527,9.6%,93.1,93.6,16.1,5.62,21.8%,8.3%,63.7%,49.6%,16.9%,60.2%,61.6%,22.06%,49.22%,26.7%,24.3%,17.6%,29.9%,75.7%,14.7%,.287,.287,15.80,.008
52,699071,C. Romero,Christian Romero,Romero,Christian,P,Oklahoma City Comets,OKC,238,Okla. City,aaa,LAD,Oklahoma City Comets,OKC,238,Okla. City,AAA,LAD,R,R,22.6,23,25,15,103.0,1717,443,12.7%,92.1,93.9,14.0,6.35,18.7%,8.1%,63.0%,52.0%,15.0%,61.4%,61.4%,14.12%,40.85%,26.7%,22.5%,17.8%,25.0%,77.5%,16.5%,.304,.310,9.27,.005
52,702281,R. Snelling,Robby Snelling,Snelling,Robby,P,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,aaa,MIA,Jacksonville Jumbo Shrimp,JAX,564,Jacksonville,AAA,MIA,R,L,21.5,22,25,25,136.0,2148,547,38.5%,94.5,95.2,18.1,6.11,30.3%,7.1%,66.5%,52.9%,13.0%,65.3%,64.5%,25.60%,53.39%,32.8%,30.5%,23.2%,29.0%,69.5%,15.9%,.245,.272,33.67,.016
52,702056,T. Yesavage,Trey Yesavage,Yesavage,Trey,P,Buffalo Bisons,BUF,422,Buffalo,aaa,TOR,Buffalo Bisons,BUF,422,Buffalo,AAA,TOR,R,R,21.9,22,25,22,98.0,1632,389,50.8%,94.2,95.0,22.7,5.90,41.1%,10.5%,64.8%,49.7%,17.0%,66.6%,61.5%,30.29%,66.51%,37.1%,42.6%,33.5%,32.1%,57.4%,14.9%,.211,.240,36.28,.022
52,696524,E. Yates,Evan Yates,Yates,Evan,P,Chesapeake Baysox,CHE,418,Chesapeake,aax,BAL,Norfolk Tides,NOR,568,Norfolk,AAA,BAL,R,R,22.8,23,25,13,92.2,1591,404,37.1%,91.2,92.0,19.1,6.53,26.5%,10.1%,62.3%,52.8%,15.2%,62.9%,62.9%,23.46%,53.16%,30.4%,30.7%,24.3%,24.3%,69.3%,15.6%,.263,.287,22.20,.014
52,692262,R. Gutierrez,Roque Gutierrez,Gutierrez,Roque,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,R,R,22.8,23,25,12,94.0,1519,408,38.4%,93.5,94.5,19.8,5.46,25.2%,10.3%,63.1%,52.6%,15.1%,60.8%,62.4%,22.97%,54.36%,28.8%,31.4%,23.3%,27.2%,68.6%,14.3%,.303,.334,10.61,.007
52,699008,A. Kelly,Antwone Kelly,Kelly,Antwone,P,Indianapolis Indians,IND,484,Indianapolis,aaa,PIT,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,21.8,22,25,25,107.1,1659,426,48.2%,97.1,98.5,17.8,6.24,27.2%,7.7%,65.5%,53.4%,12.6%,64.6%,61.5%,21.81%,54.49%,27.8%,27.2%,23.2%,27.9%,72.8%,17.4%,.266,.258,19.88,.012
52,700344,A. Ercolani,Alessandro Ercolani,Ercolani,Alessandro,P,,,,,,,Altoona Curve,ALT,452,Altoona,AAX,PIT,R,R,21.2,22,25,21,100.1,1584,434,54.4%,92.1,93.6,18.7,7.18,15.7%,9.0%,62.9%,55.2%,12.1%,60.4%,55.3%,16.58%,36.49%,26.3%,21.1%,17.0%,21.6%,78.9%,16.5%,.326,.311,2.35,.001
52,806522,I. Cota,Irving Cota,Cota,Irving,P,Brooklyn Cyclones,BRK,453,Brooklyn,afa,NYM,Brooklyn Cyclones,BRK,453,Brooklyn,AFA,NYM,R,R,21.4,22,25,12,98.2,1405,406,1.0%,93.1,93.0,10.5,5.78,20.9%,5.7%,66.8%,54.5%,15.7%,59.9%,64.0%,23.49%,48.98%,30.1%,25.6%,16.4%,32.2%,74.4%,14.3%,.282,.296,14.11,.010
52,703445,A. Serwinowski,Adam Serwinowski,Serwinowski,Adam,P,Tulsa Drillers,TUL,260,Tulsa,aax,LAD,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,L,L,21.1,21,25,24,111.2,1867,491,53.8%,93.9,95.2,18.1,6.71,28.5%,11.2%,62.8%,53.2%,15.3%,59.1%,58.2%,26.19%,60.64%,31.3%,31.4%,22.9%,26.1%,68.6%,15.2%,.281,.312,21.86,.012
52,801293,E. Yost,Eric Yost,Yost,Eric,P,San Antonio Missions,SA,510,San Antonio,aax,SD,San Antonio Missions,SA,510,San Antonio,AAX,SD,R,R,22.7,23,25,25,124.2,2002,543,18.1%,91.4,92.2,13.7,6.14,20.8%,11.0%,60.5%,51.2%,15.7%,57.8%,60.3%,22.62%,55.49%,27.2%,22.4%,14.3%,21.3%,77.6%,18.8%,.285,.306,15.34,.008
52,806046,A. Clemmey,Alex Clemmey,Clemmey,Alex,P,Harrisburg Senators,HBG,547,Harrisburg,aax,WSH,Harrisburg Senators,HBG,547,Harrisburg,AAX,WSH,L,L,20.0,20,25,25,116.2,2004,508,19.2%,93.8,95.0,16.9,6.44,26.8%,14.4%,60.8%,47.1%,16.8%,58.3%,56.1%,24.81%,59.00%,30.4%,31.1%,22.6%,28.0%,68.9%,16.3%,.273,.298,25.97,.013
52,695558,J. Santucci,Jonathan Santucci,Santucci,Jonathan,P,Binghamton Rumble Ponies,BNG,505,Binghamton,aax,NYM,Binghamton Rumble Ponies,BNG,505,Binghamton,AAX,NYM,L,L,22.5,23,25,23,117.2,1839,481,46.1%,93.6,94.9,19.3,6.58,28.7%,8.5%,64.6%,51.1%,14.9%,62.6%,61.2%,26.89%,53.85%,32.8%,35.1%,24.6%,30.1%,64.9%,10.8%,.256,.278,28.97,.016
52,701836,K. Robinson,Kyle Robinson,Robinson,Kyle,P,Lansing Lugnuts,LAN,499,Lansing,afa,ATH,Lansing Lugnuts,LAN,499,Lansing,AFA,ATH,R,R,22.0,22,25,20,121.0,1955,524,50.6%,93.1,94.3,19.2,6.00,16.6%,10.1%,63.2%,54.0%,13.6%,64.1%,61.7%,14.80%,46.79%,25.4%,21.9%,15.9%,24.3%,78.1%,17.6%,.312,.328,11.72,.006
52,699309,J. Díaz,Joel Díaz,Díaz,Joel,P,Brooklyn Cyclones,BRK,453,Brooklyn,afa,NYM,Brooklyn Cyclones,BRK,453,Brooklyn,AFA,NYM,R,R,21.3,22,25,18,106.2,1591,448,14.4%,91.8,92.2,16.7,5.95,21.9%,5.6%,66.4%,52.3%,12.3%,65.0%,61.2%,22.52%,48.21%,28.5%,27.5%,20.5%,28.5%,72.5%,16.0%,.278,.297,15.02,.009
52,692401,G. Salas,Gerardo Salas,Salas,Gerardo,P,Peoria Chiefs,PEO,443,Peoria,afa,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,R,R,22.4,23,25,19,96.2,1756,444,44.1%,93.2,94.3,19.9,5.70,20.3%,8.8%,61.7%,48.0%,17.3%,56.5%,58.7%,19.41%,47.06%,24.3%,25.5%,18.9%,29.1%,74.5%,15.1%,.343,.404,-4.75,-.003
52,698982,R. Castillo,Rayner Castillo,Castillo,Rayner,P,West Michigan Whitecaps,WM,582,West Michigan,afa,DET,West Michigan Whitecaps,WM,582,West Michigan,AFA,DET,R,R,21.0,21,25,23,98.2,1700,432,9.4%,93.3,94.5,15.5,6.36,18.5%,10.6%,62.0%,51.5%,14.7%,59.3%,64.0%,14.70%,44.83%,26.3%,21.9%,17.5%,22.1%,78.1%,15.9%,.331,.329,-1.71,-.001
52,802105,Y. Santos,Yeriel Santos,Santos,Yeriel,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,21.6,22,25,15,92.2,1757,450,31.7%,93.0,93.9,17.3,5.94,18.9%,14.0%,58.5%,47.5%,18.2%,53.3%,53.7%,18.30%,47.95%,25.8%,24.8%,17.1%,22.5%,75.2%,17.8%,.336,.373,-3.30,-.002
52,800045,A. Cruz,Anthony Cruz,Cruz,Anthony,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,22.9,23,25,11,103.1,1724,448,32.9%,91.8,92.7,15.9,5.42,23.2%,11.8%,60.3%,48.1%,19.4%,59.6%,55.6%,21.03%,51.55%,27.8%,28.3%,21.1%,23.6%,71.7%,17.9%,.307,.309,5.24,.003
52,804541,G. Gill Hill,Gary Gill Hill,Gill Hill,Gary,P,Bowling Green Hot Rods,BG,2498,Bowling Green,afa,TB,Bowling Green Hot Rods,BG,2498,Bowling Green,AFA,TB,R,R,20.8,21,25,25,136.2,1930,569,12.0%,93.8,94.6,13.9,6.17,18.8%,5.3%,68.4%,59.0%,10.5%,67.1%,69.1%,18.73%,42.06%,27.3%,20.5%,15.0%,25.2%,79.5%,18.9%,.307,.306,10.54,.005
52,812160,L. Rodriguez,Luis Rodriguez,Rodriguez,Luis,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,21.5,22,25,13,105.1,1677,455,19.0%,88.5,89.4,16.1,6.56,19.6%,11.0%,62.4%,51.1%,17.0%,59.8%,60.1%,17.21%,45.34%,26.4%,24.5%,21.1%,24.7%,75.5%,12.4%,.296,.313,14.85,.009
52,814507,S. Patick,Sterling Patick,Patick,Sterling,P,Great Lakes Loons,GL,456,Great Lakes,afa,LAD,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,L,L,20.1,20,25,21,92.1,1498,402,49.3%,93.2,94.4,14.6,6.11,26.9%,9.7%,62.6%,47.5%,17.5%,60.4%,61.0%,27.36%,63.16%,28.6%,29.7%,18.5%,29.0%,70.3%,14.8%,.275,.308,13.63,.009
52,804670,R. Birchard,Ryan Birchard,Birchard,Ryan,P,Biloxi Shuckers,BLX,5015,Biloxi,aax,MIL,Wisconsin Timber Rattlers,WIS,572,Wisconsin,AFA,MIL,L,R,22.0,22,25,22,103.2,1869,451,41.0%,92.2,93.1,22.3,6.56,26.8%,16.2%,57.7%,47.7%,16.1%,56.3%,52.8%,23.44%,57.14%,31.4%,36.1%,29.3%,23.1%,63.9%,10.8%,.281,.280,22.23,.012
52,683363,M. Wilkinson,Matt Wilkinson,Wilkinson,Matt,P,Akron RubberDucks,AKR,402,Akron,aax,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,R,L,22.6,23,25,25,104.0,1878,447,6.4%,90.0,90.7,17.9,6.61,26.2%,10.1%,60.3%,49.4%,16.3%,54.1%,57.9%,22.22%,54.66%,28.3%,28.0%,20.1%,24.5%,72.0%,13.1%,.268,.318,17.73,.009
52,802418,C. Holcombe,Colby Holcombe,Holcombe,Colby,P,,,,,,,Vancouver Canadians,VAN,435,Vancouver,AFA,TOR,R,R,22.6,23,25,15,75.0,1316,343,64.6%,93.4,94.8,19.7,6.64,20.4%,13.1%,62.0%,51.4%,18.7%,56.9%,57.6%,16.58%,49.14%,26.4%,23.3%,18.7%,22.0%,76.7%,16.2%,.312,.344,4.39,.003
52,695605,T. Smith,Travis Smith,Smith,Travis,P,Wisconsin Timber Rattlers,WIS,572,Wisconsin,afa,MIL,Wisconsin Timber Rattlers,WIS,572,Wisconsin,AFA,MIL,R,R,22.6,23,25,25,102.1,1490,420,19.7%,93.2,94.5,11.9,6.00,17.4%,6.9%,63.8%,53.0%,14.6%,60.5%,60.1%,15.50%,46.97%,24.4%,19.6%,13.6%,25.4%,80.4%,12.3%,.264,.287,19.13,.013
52,701178,R. Schlesinger,Rafe Schlesinger,Schlesinger,Rafe,P,Lake County Captains,LC,437,Lake County,afa,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,L,L,22.4,23,25,19,103.2,1730,444,1.1%,92.8,93.8,13.8,6.63,25.2%,9.7%,64.0%,54.0%,14.3%,59.0%,62.6%,21.69%,49.20%,29.6%,24.6%,20.8%,25.0%,75.4%,11.4%,.277,.296,18.27,.011
52,827110,A. Cates,Austin Cates,Cates,Austin,P,Vancouver Canadians,VAN,435,Vancouver,afa,TOR,Vancouver Canadians,VAN,435,Vancouver,AFA,TOR,L,R,22.1,22,25,23,109.2,1731,430,48.0%,91.9,92.9,22.4,5.99,26.3%,7.7%,65.6%,49.3%,18.1%,68.1%,63.9%,19.43%,47.87%,29.9%,27.4%,20.9%,31.9%,72.6%,19.9%,.277,.265,16.00,.009
52,804698,B. Decker,Brandon Decker,Decker,Brandon,P,Hudson Valley Renegades,HV,537,Hudson Valley,afa,NYY,Hudson Valley Renegades,HV,537,Hudson Valley,AFA,NYY,R,R,23.0,23,25,17,84.2,1457,379,13.4%,91.2,92.0,14.5,6.58,24.3%,11.1%,61.0%,46.1%,23.2%,60.9%,61.5%,18.64%,55.20%,28.9%,28.9%,23.7%,29.5%,71.1%,11.6%,.299,.294,13.91,.010
52,801078,B. Davis,Braden Davis,Davis,Braden,P,Springfield Cardinals,SPR,440,Springfield,aax,STL,Peoria Chiefs,PEO,443,Peoria,AFA,STL,L,L,22.2,23,25,22,110.1,1918,453,30.0%,92.3,93.5,19.3,5.44,33.8%,16.6%,58.9%,44.4%,22.7%,56.1%,57.5%,28.68%,62.05%,33.9%,41.4%,34.3%,26.4%,58.6%,10.9%,.248,.264,31.24,.016
52,695482,C. Allsup,Chase Allsup,Allsup,Chase,P,,,,,,,Aberdeen IronBirds,ABD,488,Aberdeen,AFA,BAL,R,R,22.2,23,25,23,99.2,1795,456,46.4%,95.8,97.0,17.7,6.15,22.4%,15.8%,58.8%,46.9%,17.3%,55.7%,55.2%,18.22%,53.37%,29.5%,31.3%,24.5%,25.0%,68.7%,15.2%,.316,.322,10.21,.006
52,800292,M. Hernández,Melkis Hernández,Hernández,Melkis,P,Lake County Captains,LC,437,Lake County,afa,CLE,Hill City Howlers,HC,481,Hill City,AFX,CLE,L,L,20.4,21,25,21,113.2,1849,472,26.4%,91.0,91.7,14.8,6.04,24.6%,10.8%,60.9%,47.1%,19.1%,57.4%,56.1%,25.00%,51.69%,30.6%,32.2%,21.4%,25.8%,67.8%,15.2%,.285,.304,14.85,.008
52,808010,J. Ogando,Joan Ogando,Ogando,Joan,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,21.1,21,25,13,95.0,1627,416,34.4%,92.5,93.6,17.2,7.01,27.2%,16.6%,56.1%,43.2%,24.6%,55.3%,49.1%,27.72%,63.12%,29.8%,35.9%,25.8%,23.7%,64.1%,16.1%,.295,.293,10.57,.006
52,805812,D. Questad,Dylan Questad,Questad,Dylan,P,,,,,,,Fort Myers Mighty Mussels,FTM,509,Fort Myers,AFX,MIN,R,R,20.7,21,25,11,74.2,1392,350,39.3%,92.6,93.3,18.2,6.45,23.7%,17.7%,56.6%,42.9%,26.1%,51.7%,55.7%,22.79%,61.05%,25.8%,27.4%,18.6%,23.9%,72.6%,21.2%,.327,.341,0.79,.001
52,702023,S. Stuhr,Sam Stuhr,Stuhr,Sam,P,Stockton Ports,STK,524,Stockton,afx,ATH,Stockton Ports,STK,524,Stockton,AFX,ATH,R,R,22.9,23,25,16,95.2,1679,440,46.6%,92.3,93.4,19.4,5.86,20.9%,10.7%,59.6%,46.8%,16.9%,55.7%,58.3%,18.30%,51.41%,27.1%,26.1%,19.5%,25.1%,73.9%,12.9%,.330,.358,-2.81,-.002
52,803021,P. Olejnik,Peyton Olejnik,Olejnik,Peyton,P,Tri-City Dust Devils,TRI,460,Tri-City,afa,LAA,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,L,R,22.6,23,25,25,128.2,2187,562,46.2%,92.6,93.7,16.3,6.50,23.1%,11.2%,62.7%,52.8%,13.8%,59.1%,57.2%,20.97%,48.82%,28.5%,28.4%,24.9%,26.1%,71.6%,14.5%,.294,.316,23.86,.011
88,696149,B. Chandler,Bubba Chandler,Chandler,Bubba,P,Pittsburgh Pirates,PIT,134,Pittsburgh,mlb,PIT,Indianapolis Indians,IND,484,Indianapolis,AAA,PIT,S,R,22.8,23,24,24,100.0,1837,442,54.7%,97.8,99.1,19.2,6.64,27.4%,12.0%,62.2%,47.6%,17.7%,57.7%,55.8%,19.22%,53.68%,30.7%,31.5%,22.9%,27.3%,68.5%,17.8%,.288,.323,16.26,.009
88,695667,B. Kudrna,Ben Kudrna,Kudrna,Ben,P,Kansas City Royals,KC,118,Kansas City,mlb,KC,Omaha Storm Chasers,OMA,541,Omaha,AAA,KC,R,R,22.4,23,24,22,105.1,1810,463,35.6%,92.9,94.0,18.1,6.29,22.9%,10.8%,61.2%,46.8%,18.9%,59.8%,57.4%,19.16%,49.69%,28.0%,28.5%,17.5%,26.2%,71.5%,17.3%,.288,.329,11.16,.006
88,828511,M. Caldon,Michael Caldon,Caldon,Michael,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Norfolk Tides,NOR,568,Norfolk,AAA,BAL,R,R,22.7,23,24,11,82.2,1413,359,38.1%,91.4,92.4,19.2,6.57,24.2%,11.4%,62.1%,49.6%,17.2%,62.7%,59.4%,24.31%,52.21%,27.5%,26.1%,17.6%,26.0%,73.9%,13.0%,.269,.274,18.05,.013
88,691576,A. Hidalgo,Alejandro Hidalgo,Hidalgo,Alejandro,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,R,R,22.1,22,24,24,84.2,1526,387,44.2%,94.2,95.0,19.9,5.99,25.6%,11.9%,64.2%,53.6%,12.1%,60.7%,61.8%,20.77%,53.46%,29.4%,31.9%,26.8%,28.8%,68.1%,15.5%,.323,.351,11.86,.008
88,683352,M. Bratt,Mitch Bratt,Bratt,Mitch,P,Reno Aces,RNO,2310,Reno,aaa,AZ,Amarillo Sod Poodles,AMA,5368,Amarillo,AAX,AZ,L,L,22.0,22,24,23,122.1,1884,505,41.7%,91.7,92.8,16.1,5.87,29.3%,4.2%,68.7%,58.4%,10.8%,69.3%,68.0%,22.96%,55.70%,32.7%,29.3%,23.0%,28.2%,70.7%,18.4%,.287,.318,14.89,.008
88,700924,F. Mozzicato,Frank Mozzicato,Mozzicato,Frank,P,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,aax,KC,Northwest Arkansas Naturals,NWA,1350,NW Arkansas,AAX,KC,L,L,22.0,22,24,20,93.0,1636,419,54.7%,90.5,91.6,20.1,6.02,20.3%,17.9%,55.3%,44.1%,21.3%,54.4%,51.2%,22.61%,54.47%,24.9%,28.2%,18.4%,22.6%,71.8%,16.4%,.338,.339,-4.07,-.002
88,801739,C. Lagrange,Carlos Lagrange,Lagrange,Carlos,P,Scranton/Wilkes-Barre RailRiders,SWB,531,Scranton/WB,aaa,NYY,Somerset Patriots,SOM,1956,Somerset,AAX,NYY,R,R,22.1,22,24,23,120.0,2045,503,31.8%,98.0,99.4,19.6,5.97,33.4%,12.3%,63.2%,50.8%,14.7%,62.0%,57.5%,28.21%,59.00%,33.9%,36.2%,27.7%,27.0%,63.8%,13.3%,.261,.276,29.58,.014
88,691776,J. Hartle,Josh Hartle,Hartle,Josh,P,Akron RubberDucks,AKR,402,Akron,aax,CLE,Akron RubberDucks,AKR,402,Akron,AAX,CLE,L,L,22.3,23,24,24,113.1,1731,459,29.6%,91.4,92.6,10.1,6.44,23.3%,8.5%,63.8%,50.6%,15.1%,66.2%,60.7%,22.99%,49.70%,28.1%,25.9%,18.2%,28.0%,74.1%,11.9%,.259,.263,24.20,.014
88,800600,J. Kent,Jackson Kent,Kent,Jackson,P,Harrisburg Senators,HBG,547,Harrisburg,aax,WSH,Harrisburg Senators,HBG,547,Harrisburg,AAX,WSH,L,L,22.4,23,24,24,123.0,1918,509,27.5%,92.2,93.1,18.3,6.86,25.9%,7.5%,63.2%,49.8%,15.0%,60.5%,58.6%,26.32%,56.41%,30.2%,31.2%,21.1%,27.8%,68.8%,16.7%,.281,.304,15.80,.008
88,801594,R. Gallagher,Ryan Gallagher,Gallagher,Ryan,P,Wichita Wind Surge,WCH,3898,Wichita,aax,MIN,Wichita Wind Surge,WCH,3898,Wichita,AAX,MIN,L,R,22.4,23,24,24,121.2,1987,509,51.9%,92.0,93.0,22.1,6.09,26.1%,5.9%,66.9%,52.6%,13.8%,66.8%,63.5%,20.06%,51.83%,29.8%,31.2%,22.8%,33.1%,68.8%,16.3%,.279,.303,24.21,.012
88,697795,I. Agreda,Ismael Agreda,Agreda,Ismael,P,Hub City Spartanburgers,HCS,6324,Hub City,afa,TEX,Hub City Spartanburgers,HCS,6324,Hub City,AFA,TEX,R,R,21.7,22,24,19,85.1,1424,350,61.7%,96.4,97.9,19.2,5.73,27.7%,12.9%,58.1%,47.1%,18.5%,59.7%,52.7%,24.62%,60.15%,28.4%,30.4%,19.9%,23.6%,69.6%,12.7%,.262,.242,15.27,.011
