Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,currentTeamName,currentTeamAbbrevName,currentTeamId,currentTeamLocation,currentTeamLevel,currentOrg,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,newestOrg,batsHand,throwsHand,SeasonAgeAvg,CurrentAge,G,GS,IP,P,BF,Fast%,Vel4S,90thVel,IndVertBrk90,Extension,K%,BB%,Strike%,InZone%,NonCompLoc%,T3PO,FPStk%,Kill%,2KC,CSW%,Miss%,In Zone Miss,Chase%,Contact%,Barrel%,xWOBA,wOBA,xPitchRV,xPitchRV/P
249,800539,E. Reyes,Emmanuel Reyes,Reyes,Emmanuel,P,Quad Cities River Bandits,QC,565,Quad Cities,afa,KC,Quad Cities River Bandits,QC,565,Quad Cities,AFA,KC,R,R,21.1,21,18,12,69.1,1083,300,48.3%,91.4,93.0,16.3,5.98,17.3%,8.0%,64.2%,52.9%,12.7%,57.3%,61.8%,17.39%,44.00%,25.7%,24.0%,19.9%,23.8%,76.0%,17.9%,.308,.314,4.18,.004
249,702604,M. Kennedy,Michael Kennedy,Kennedy,Michael,P,Lake County Captains,LC,437,Lake County,afa,CLE,Lake County Captains,LC,437,Lake County,AFA,CLE,L,L,20.6,21,18,11,65.1,1138,289,12.0%,90.3,91.0,13.0,6.56,22.5%,10.7%,62.6%,50.6%,14.4%,59.5%,59.2%,21.16%,48.15%,28.9%,26.5%,18.5%,24.6%,73.5%,10.0%,.309,.323,6.64,.006
249,806948,L. Aguilar,Luis Aguilar,Aguilar,Luis,P,Fayetteville Woodpeckers,FAY,3712,Fayetteville,afx,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,21.2,22,18,7,63.1,970,257,47.3%,88.9,90.4,19.3,6.34,25.3%,7.8%,64.7%,48.4%,16.7%,67.3%,63.0%,22.22%,54.39%,28.5%,25.1%,18.4%,28.3%,74.9%,13.0%,.241,.286,14.74,.015
249,702271,N. Mulé,Nazier Mulé,Mulé,Nazier,P,South Bend Cubs,SB,550,South Bend,afa,CHC,South Bend Cubs,SB,550,South Bend,AFA,CHC,R,R,20.7,21,18,18,67.0,1240,306,47.5%,95.0,96.4,16.9,5.98,22.5%,18.0%,54.7%,44.2%,22.5%,53.9%,52.8%,22.16%,55.21%,27.3%,33.5%,26.8%,20.4%,66.5%,11.1%,.327,.335,1.13,.001
249,802416,A. Izzi,Ashton Izzi,Izzi,Ashton,P,Amarillo Sod Poodles,AMA,5368,Amarillo,aax,AZ,Hillsboro Hops,HIL,419,Hillsboro,AFA,AZ,R,R,21.6,22,18,18,75.0,1224,334,27.7%,94.6,95.4,17.8,6.69,24.0%,8.4%,64.8%,51.9%,14.8%,60.5%,58.2%,23.08%,50.00%,28.3%,25.4%,17.8%,29.2%,74.6%,15.1%,.294,.329,9.26,.008
249,701347,Y. Tejeda Jr.,Yoel Tejeda Jr.,Tejeda Jr.,Yoel,P,Wilmington Blue Rocks,WIL,426,Wilmington,afa,WSH,Wilmington Blue Rocks,WIL,426,Wilmington,AFA,WSH,S,R,22.0,22,18,18,87.0,1330,363,7.8%,93.7,94.8,15.6,7.27,21.8%,7.4%,63.6%,49.3%,15.9%,63.9%,59.2%,22.65%,55.04%,26.8%,27.3%,19.8%,30.3%,72.7%,11.5%,.279,.296,12.06,.009
249,702431,J. Amarante,Juan Amarante,Amarante,Juan,P,Jersey Shore BlueClaws,JS,427,Jersey Shore,afa,PHI,Clearwater Threshers,CLR,566,Clearwater,AFX,PHI,L,L,21.2,22,18,17,76.2,1234,335,28.6%,91.0,92.0,18.4,5.94,22.1%,9.3%,62.6%,49.4%,20.3%,60.6%,59.9%,20.22%,49.23%,28.8%,28.2%,18.1%,27.0%,71.8%,13.5%,.288,.297,9.74,.008
249,808512,J. Reyes,Jeremy Reyes,Reyes,Jeremy,P,Rome Emperors,ROM,432,Rome,afa,ATL,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,R,R,19.5,20,18,18,76.1,1282,328,17.3%,94.7,96.1,16.0,6.17,25.6%,14.9%,57.6%,42.9%,23.6%,58.2%,56.0%,24.05%,63.21%,27.0%,31.7%,19.6%,24.9%,68.3%,13.3%,.294,.276,5.49,.004
249,808003,R. Gonzalez,Rafael Gonzalez,Gonzalez,Rafael,P,,,,,,,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,21.0,21,18,11,63.0,1159,279,24.3%,93.8,95.4,17.0,6.48,21.1%,14.0%,57.6%,45.2%,21.2%,55.2%,51.3%,16.86%,47.12%,25.7%,27.0%,23.9%,22.3%,73.0%,12.6%,.320,.332,2.25,.002
249,808161,U. Soto,Ubaldo Soto,Soto,Ubaldo,P,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,afx,LAA,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,R,R,19.0,19,18,10,73.2,1184,308,60.5%,92.9,94.9,18.0,6.49,26.9%,11.4%,60.4%,47.1%,20.4%,58.8%,54.7%,26.43%,60.53%,28.5%,26.3%,21.1%,22.8%,73.7%,11.2%,.274,.280,6.43,.005
249,807002,J. Martinez,Jeter Martinez,Martinez,Jeter,P,Bradenton Marauders,BRD,3390,Bradenton,afx,PIT,Bradenton Marauders,BRD,3390,Bradenton,AFX,PIT,R,R,19.4,20,18,17,65.0,1176,306,42.6%,94.6,95.6,19.1,6.24,21.6%,13.7%,58.0%,46.8%,20.8%,52.3%,55.7%,27.46%,51.61%,26.5%,26.3%,15.9%,22.9%,73.7%,13.9%,.312,.342,2.72,.002
249,808064,D. Hurtado,Daviel Hurtado,Hurtado,Daviel,P,,,,,,,St. Lucie Mets,SLU,507,St. Lucie,AFX,NYM,L,L,20.4,21,18,12,65.2,1085,272,47.0%,93.0,94.1,18.3,5.95,27.6%,8.8%,63.3%,49.1%,20.2%,59.6%,61.0%,24.38%,49.58%,30.7%,28.5%,17.2%,25.3%,71.5%,12.3%,.265,.263,10.11,.009
249,808383,K. Salcedo,Kelvis Salcedo,Salcedo,Kelvis,P,,,,,,,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,R,R,19.4,20,18,10,68.2,991,254,43.3%,94.6,96.1,15.9,5.71,33.5%,9.8%,64.4%,50.4%,19.3%,66.9%,64.6%,24.17%,66.10%,32.6%,34.0%,25.4%,27.6%,66.0%,11.9%,.224,.199,19.11,.019
249,815219,L. De La Torre,Luis De La Torre,De La Torre,Luis,P,Eugene Emeralds,EUG,461,Eugene,afa,SF,San Jose Giants,SJ,476,San Jose,AFX,SF,L,L,21.8,22,18,15,74.1,1208,302,59.1%,94.0,95.1,17.9,6.51,36.1%,8.9%,65.3%,51.9%,13.2%,60.9%,62.5%,28.40%,60.13%,34.8%,37.8%,28.2%,28.2%,62.2%,8.3%,.228,.243,22.88,.019
249,821783,A. Cayama,Argenis Cayama,Cayama,Argenis,P,San Jose Giants,SJ,476,San Jose,afx,SF,San Jose Giants,SJ,476,San Jose,AFX,SF,R,R,18.8,19,18,15,62.1,1013,271,39.8%,92.9,94.1,14.9,6.38,22.9%,10.3%,63.8%,46.2%,19.2%,64.6%,59.6%,20.00%,55.77%,29.1%,26.9%,15.3%,28.7%,73.1%,10.1%,.275,.293,9.07,.009
249,823898,E. Melendez,Edwardo Melendez,Melendez,Edwardo,P,Myrtle Beach Pelicans,MB,521,Myrtle Beach,afx,CHC,Myrtle Beach Pelicans,MB,521,Myrtle Beach,AFX,CHC,R,R,21.4,22,18,8,61.0,1108,282,30.2%,92.1,92.8,15.0,5.25,22.3%,19.1%,58.4%,42.3%,22.4%,56.7%,56.4%,21.83%,50.00%,30.0%,31.7%,16.9%,28.5%,68.3%,10.2%,.316,.337,7.10,.006
249,822463,N. Sparks,Nolan Sparks,Sparks,Nolan,P,Peoria Chiefs,PEO,443,Peoria,afa,STL,Palm Beach Cardinals,PMB,279,Palm Beach,AFX,STL,R,R,22.9,23,18,12,72.1,1257,323,25.1%,93.1,94.2,18.7,6.30,24.1%,14.2%,57.8%,45.9%,23.9%,59.1%,56.4%,22.41%,58.10%,26.7%,27.6%,19.4%,22.8%,72.4%,13.9%,.292,.318,6.86,.005
249,803516,J. King,Johnny King,King,Johnny,P,Vancouver Canadians,VAN,435,Vancouver,afa,TOR,Dunedin Blue Jays,DUN,424,Dunedin,AFX,TOR,L,L,18.9,19,18,15,61.2,1081,266,51.0%,93.8,94.9,18.9,6.38,39.5%,13.9%,60.5%,44.2%,21.0%,54.5%,60.6%,35.16%,69.11%,34.4%,39.7%,29.9%,27.6%,60.3%,13.9%,.255,.296,11.86,.011
249,807281,T. Gregory-Alford,Trey Gregory-Alford,Gregory-Alford,Trey,P,Rancho Cucamonga Quakes,RC,526,Rancho Cuca.,afx,LAA,Inland Empire 66ers,IE,401,Inland Empire,AFX,LAA,R,R,19.2,19,18,16,78.2,1225,329,47.1%,97.2,98.6,14.1,5.63,20.7%,10.0%,60.8%,48.4%,17.8%,61.4%,60.1%,21.84%,55.10%,26.4%,25.9%,17.8%,24.0%,74.1%,11.0%,.300,.287,4.95,.004
249,827603,J. Voelker,Jayden Voelker,Voelker,Jayden,P,,,,,,,Charleston RiverDogs,CHS,233,Charleston,AFX,TB,L,R,22.4,23,18,14,68.2,1142,299,46.9%,91.4,92.5,20.2,6.38,18.1%,10.0%,62.5%,49.3%,17.2%,62.2%,57.1%,15.88%,42.86%,26.2%,24.7%,18.8%,26.2%,75.3%,17.0%,.312,.337,5.30,.005
249,828520,T. Palmer,Twine Palmer,Palmer,Twine,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Delmarva Shorebirds,DEL,548,Delmarva,AFX,BAL,R,R,20.8,21,18,13,62.0,1041,273,44.0%,91.2,92.3,21.0,6.63,23.4%,12.1%,61.1%,50.7%,18.1%,61.9%,55.1%,24.83%,48.54%,29.9%,31.3%,23.3%,24.1%,68.7%,13.5%,.281,.288,12.87,.012
249,807748,K. Kemp,Kannon Kemp,Kemp,Kannon,P,,,,,,,Lake Elsinore Storm,LE,103,Lake Elsinore,AFX,SD,R,R,20.8,21,18,10,77.2,1266,350,52.9%,94.3,95.7,14.6,6.00,18.3%,9.1%,63.0%,50.6%,15.2%,60.6%,61.3%,20.99%,48.72%,25.1%,22.8%,15.6%,24.7%,77.2%,16.3%,.320,.339,0.99,.001
249,809789,P. Smith,Parker Smith,Smith,Parker,P,Asheville Tourists,ASH,573,Asheville,afa,HOU,Fayetteville Woodpeckers,FAY,3712,Fayetteville,AFX,HOU,R,R,22.3,23,18,14,68.1,1094,291,2.3%,93.1,93.4,12.3,6.64,21.6%,10.3%,63.1%,49.2%,15.2%,61.9%,62.0%,20.92%,52.00%,29.3%,29.0%,20.2%,28.6%,71.0%,9.1%,.276,.292,14.26,.013
274,702273,N. Schultz,Noah Schultz,Schultz,Noah,P,Chicago White Sox,CWS,145,Chi White Sox,mlb,CWS,Charlotte Knights,CLT,494,Charlotte,AAA,CWS,L,L,21.9,22,17,17,73.0,1291,327,10.4%,92.7,95.7,12.7,6.23,23.2%,13.8%,62.7%,51.8%,15.5%,60.9%,60.3%,18.03%,46.81%,30.4%,29.1%,21.4%,26.6%,70.9%,14.9%,.320,.354,8.55,.007
274,800537,C. Zazueta,Christian Zazueta,Zazueta,Christian,P,Great Lakes Loons,GL,456,Great Lakes,afa,LAD,Great Lakes Loons,GL,456,Great Lakes,AFA,LAD,R,R,20.7,21,17,17,67.1,1009,273,37.8%,93.6,94.9,17.8,6.39,29.7%,5.9%,67.1%,52.6%,13.3%,68.9%,67.2%,23.03%,57.85%,34.2%,36.3%,30.8%,29.8%,63.7%,17.5%,.289,.275,8.85,.009
274,805694,J. Bello,Juan Bello,Bello,Juan,P,,,,,,,Asheville Tourists,ASH,573,Asheville,AFA,HOU,R,R,21.2,22,17,9,65.2,1072,287,32.2%,90.8,91.5,17.3,6.56,23.0%,11.5%,62.9%,48.4%,16.5%,65.2%,64.7%,21.51%,48.08%,29.8%,28.6%,18.6%,28.8%,71.4%,15.0%,.304,.296,6.72,.006
274,691733,C. Little,Christian Little,Little,Christian,P,Everett AquaSox,EVE,403,Everett,afa,SEA,Everett AquaSox,EVE,403,Everett,AFA,SEA,R,R,22.0,22,17,17,70.2,1153,293,45.6%,94.0,95.2,21.2,5.36,24.9%,10.9%,61.1%,48.2%,18.3%,59.7%,55.1%,22.78%,51.49%,27.4%,28.5%,21.8%,28.0%,71.5%,12.4%,.297,.290,6.08,.005
274,695656,D. Futrell,Devin Futrell,Futrell,Devin,P,Greenville Drive,GVL,428,Greenville,afa,BOS,Greenville Drive,GVL,428,Greenville,AFA,BOS,L,L,22.8,23,17,17,62.2,840,252,9.3%,88.2,89.0,17.1,6.42,15.9%,5.6%,66.2%,53.6%,14.9%,62.7%,65.5%,20.21%,40.74%,27.9%,22.0%,16.0%,27.4%,78.0%,13.0%,.273,.258,10.66,.013
274,691439,A. Jimenez,Angel Jimenez,Jimenez,Angel,P,Fresno Grizzlies,FRE,259,Fresno,afx,COL,Fresno Grizzlies,FRE,259,Fresno,AFX,COL,R,R,22.0,22,17,17,60.2,1019,261,56.2%,96.2,97.4,18.3,5.84,28.0%,9.6%,62.6%,49.7%,15.0%,59.8%,58.7%,20.99%,59.79%,29.2%,28.0%,20.2%,25.2%,72.0%,11.4%,.276,.314,7.71,.008
274,702419,D. Tineo,Dameivi Tineo,Tineo,Dameivi,P,Beloit Sky Carp,BEL,554,Beloit,afa,MIA,Jupiter Hammerheads,JUP,479,Jupiter,AFX,MIA,L,L,21.9,22,17,14,66.2,1130,297,44.0%,93.8,94.8,16.2,6.47,26.6%,12.5%,58.2%,44.7%,24.8%,52.2%,50.2%,25.42%,63.54%,29.8%,31.6%,18.2%,24.2%,68.4%,16.3%,.289,.330,4.33,.004
274,808158,A. Liranzo,Angel Liranzo,Liranzo,Angel,P,FCL Phillies,F-PHI,469,FCL Phillies,rok,PHI,Clearwater Threshers,CLR,566,Clearwater,AFX,PHI,L,L,18.9,19,17,14,74.1,1168,330,26.4%,90.5,91.8,16.8,5.85,17.9%,8.5%,64.9%,49.6%,15.9%,63.6%,65.8%,19.89%,44.00%,25.4%,22.7%,16.9%,26.1%,77.3%,15.9%,.294,.327,7.66,.007
274,815278,J. Rodriguez,Jose M. Rodriguez,Rodriguez,Jose M.,P,Tampa Tarpons,TAM,587,Tampa,afx,NYY,Tampa Tarpons,TAM,587,Tampa,AFX,NYY,R,R,21.5,22,17,13,72.0,1223,310,33.3%,93.9,94.8,18.0,5.03,23.5%,14.8%,57.6%,41.0%,20.4%,55.5%,56.7%,19.05%,55.96%,27.8%,30.3%,24.1%,25.0%,69.7%,12.7%,.294,.286,10.32,.008
274,813891,J. Diaz,Jatnk Diaz,Diaz,Jatnk,P,Lakeland Flying Tigers,LAK,570,Lakeland,afx,DET,Lakeland Flying Tigers,LAK,570,Lakeland,AFX,DET,R,R,20.9,21,17,14,64.0,992,271,26.4%,92.4,94.5,15.1,6.00,21.0%,10.7%,60.4%,48.6%,18.5%,60.1%,57.0%,23.44%,57.83%,26.2%,24.2%,17.4%,23.4%,75.8%,10.1%,.291,.293,5.01,.005
274,807284,C. Caminiti,Cam Caminiti,Caminiti,Cam,P,Rome Emperors,ROM,432,Rome,afa,ATL,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,L,L,18.9,19,17,17,70.0,1186,295,21.8%,94.1,95.1,15.8,6.52,30.5%,9.5%,65.1%,52.5%,17.0%,66.1%,66.4%,21.43%,54.68%,31.9%,30.5%,23.3%,25.9%,69.5%,10.1%,.263,.285,15.84,.013
274,815868,T. Renz,Tyler Renz,Renz,Tyler,P,Wilson Warbirds,WIL,249,Wilson,afx,MIL,Wilson Warbirds,WIL,249,Wilson,AFX,MIL,R,R,18.6,19,17,12,73.1,1147,307,47.8%,88.9,89.9,20.7,6.67,21.8%,8.1%,63.0%,46.7%,20.3%,64.2%,55.7%,24.34%,47.32%,28.4%,26.9%,18.8%,26.9%,73.1%,15.4%,.291,.277,4.89,.004
286,695646,P. Heubeck,Peter Heubeck,Heubeck,Peter,P,,,,,,,Tulsa Drillers,TUL,260,Tulsa,AAX,LAD,R,R,22.9,23,16,16,66.1,1134,278,49.2%,94.0,94.8,21.8,5.53,27.7%,12.2%,60.4%,48.0%,19.3%,58.3%,53.9%,24.20%,53.85%,28.8%,30.5%,21.8%,25.6%,69.5%,16.8%,.280,.281,8.78,.008
286,808666,E. Correa,Eccel Correa,Correa,Eccel,P,Frederick Keys,FRE,493,Frederick,afa,BAL,Aberdeen IronBirds,ABD,488,Aberdeen,AFA,BAL,R,R,22.4,23,16,8,65.1,973,275,6.7%,91.2,93.4,13.2,6.37,18.2%,8.0%,63.5%,52.6%,14.7%,66.9%,57.4%,19.67%,40.40%,27.4%,25.5%,19.6%,26.4%,74.5%,9.4%,.274,.267,12.28,.013
286,820827,L. Sinnard,Luke Sinnard,Sinnard,Luke,P,FCL Braves,F-BRV,464,FCL Braves,rok,ATL,Rome Emperors,ROM,432,Rome,AFA,ATL,R,R,22.7,23,16,16,72.1,1149,304,49.7%,93.8,95.0,19.7,6.43,28.3%,8.9%,64.0%,50.6%,14.5%,59.9%,61.8%,26.97%,53.60%,30.5%,33.0%,24.1%,26.8%,67.0%,15.5%,.242,.268,20.10,.017
286,805128,E. Marquez,Edinzo Marquez,Marquez,Edinzo,P,,,,,,,Tampa Tarpons,TAM,587,Tampa,AFX,NYY,R,R,20.5,21,16,14,74.1,1144,324,37.8%,93.4,94.5,19.3,5.20,14.8%,10.2%,64.8%,47.3%,16.0%,62.7%,62.9%,14.94%,37.10%,26.7%,23.0%,15.4%,25.4%,77.0%,10.2%,.278,.300,15.17,.013
286,808062,J. Florentino,Jostin Florentino,Florentino,Jostin,P,,,,,,,Myrtle Beach Pelicans,MB,521,Myrtle Beach,AFX,CHC,R,R,20.6,21,16,14,81.1,1301,340,38.5%,90.2,91.3,13.8,6.34,29.7%,7.4%,65.8%,51.7%,15.7%,62.9%,60.7%,25.42%,57.96%,30.8%,27.2%,22.3%,26.0%,72.8%,8.2%,.258,.244,13.99,.011
286,808035,D. Vasquez,Daury Vasquez,Vasquez,Daury,P,Visalia Rawhide,VIS,516,Visalia,afx,AZ,Visalia Rawhide,VIS,516,Visalia,AFX,AZ,R,R,19.2,20,16,12,64.0,1108,285,65.2%,95.3,96.5,19.1,6.24,28.1%,13.0%,58.0%,44.0%,20.7%,55.1%,53.5%,25.35%,65.96%,28.1%,27.8%,17.4%,22.3%,72.2%,9.5%,.262,.294,5.65,.005
286,821062,K. Richard,Kendy Richard,Richard,Kendy,P,Augusta GreenJackets,AUG,478,Augusta,afx,ATL,Augusta GreenJackets,AUG,478,Augusta,AFX,ATL,R,R,20.8,21,16,10,68.0,1020,281,33.4%,90.9,91.8,15.4,6.11,22.8%,10.7%,61.9%,47.4%,17.5%,61.6%,57.4%,21.54%,57.45%,27.9%,27.8%,19.0%,25.6%,72.2%,10.4%,.292,.282,6.30,.006
286,828430,C. Shen,Chia-Shi Shen,Shen,Chia-Shi,P,,,,,,,Modesto Nuts,MOD,515,Modesto,AFX,SEA,R,R,21.6,22,16,12,69.1,1021,295,2.5%,91.8,92.5,12.1,5.48,23.1%,4.7%,65.7%,48.9%,18.4%,62.7%,61.6%,22.30%,54.13%,28.3%,27.7%,16.3%,35.1%,72.3%,14.4%,.293,.307,5.35,.005
286,829473,C. Huang,Chung-Hsiang Huang,Huang,Chung-Hsiang,P,Visalia Rawhide,VIS,516,Visalia,afx,AZ,Visalia Rawhide,VIS,516,Visalia,AFX,AZ,R,R,19.7,20,16,15,68.1,1001,272,30.3%,92.1,92.9,17.1,5.66,28.7%,5.5%,66.4%,45.5%,19.2%,64.7%,63.7%,32.21%,52.17%,31.1%,32.8%,23.0%,33.9%,67.2%,12.8%,.242,.255,15.26,.015
286,809933,S. Brooks,Steven Brooks,Brooks,Steven,P,Greenville Drive,GVL,428,Greenville,afa,BOS,Salem RidgeYaks,SAL,414,Salem,AFX,BOS,R,R,22.8,23,16,16,63.0,1093,277,16.1%,91.8,92.8,16.8,6.82,22.4%,15.2%,59.7%,49.6%,19.2%,56.3%,61.5%,18.02%,45.16%,27.4%,25.4%,20.7%,20.9%,74.6%,14.2%,.288,.314,8.75,.008
286,804210,A. Butler,Aiden Butler,Butler,Aiden,P,Inland Empire 66ers,IE,401,Inland Empire,afx,SEA,Modesto Nuts,MOD,515,Modesto,AFX,SEA,R,R,21.8,22,16,13,64.1,972,283,48.4%,90.3,91.5,19.7,5.79,18.4%,5.7%,65.5%,52.6%,16.6%,63.3%,62.1%,19.83%,42.00%,28.9%,21.9%,12.6%,26.3%,78.1%,17.9%,.321,.337,-3.23,-.003
297,691765,J. Baumeister,Jackson Baumeister,Baumeister,Jackson,P,Montgomery Biscuits,MTG,421,Montgomery,aax,TB,Montgomery Biscuits,MTG,421,Montgomery,AAX,TB,R,R,23.0,23,15,15,62.1,1001,261,43.2%,94.0,95.2,19.0,6.98,19.5%,9.6%,62.4%,52.9%,14.1%,63.6%,58.9%,17.83%,44.94%,26.5%,26.7%,20.7%,27.2%,73.3%,19.7%,.298,.298,9.09,.009
297,828497,C. Peschl,Cole Peschl,Peschl,Cole,P,Cedar Rapids Kernels,CR,492,Cedar Rapids,afa,MIN,Cedar Rapids Kernels,CR,492,Cedar Rapids,AFA,MIN,R,R,22.6,23,15,11,68.2,1026,293,25.1%,91.0,91.6,16.0,5.96,22.9%,6.5%,64.9%,53.0%,16.5%,59.4%,64.6%,28.23%,57.00%,28.4%,28.0%,17.7%,29.7%,72.0%,15.3%,.265,.286,14.30,.014
299,808243,J. Feliz,Jose Feliz,Feliz,Jose,P,FCL Nationals,F-NAT,466,FCL Nationals,rok,WSH,FCL Nationals,F-NAT,466,FCL Nationals,ROK,WSH,R,R,19.7,20,14,13,61.1,919,248,30.1%,90.3,91.0,13.5,6.29,20.6%,4.8%,66.5%,52.8%,17.4%,65.3%,61.2%,17.61%,46.53%,29.3%,27.1%,20.7%,29.1%,72.9%,11.8%,.250,.273,15.80,.017
300,695505,C. Burns,Chase Burns,Burns,Chase,P,Cincinnati Reds,CIN,113,Cincinnati,mlb,CIN,Louisville Bats,LOU,416,Louisville,AAA,CIN,R,R,22.5,23,13,13,66.0,928,242,51.2%,97.8,99.3,19.6,6.37,36.8%,5.4%,68.1%,56.4%,12.0%,68.2%,70.0%,29.93%,65.85%,36.0%,36.5%,27.0%,33.6%,63.5%,15.7%,.237,.210,17.01,.018
301,808219,J. Reyes,Juan Reyes,Reyes,Juan,P,DSL Nationals,D-NAT,1270,DSL Nationals,rok,WSH,DSL Nationals,D-NAT,1270,DSL Nationals,ROK,WSH,L,L,20.3,21,12,12,60.0,858,230,51.1%,89.9,91.3,19.3,5.59,22.6%,5.7%,66.2%,54.4%,12.2%,67.4%,60.8%,18.97%,45.83%,29.3%,21.1%,15.0%,24.7%,78.9%,9.0%,.255,.251,11.03,.013
301,815946,N. Rosario,Naimer Rosario,Rosario,Naimer,P,DSL Arizona Red,D-ARR,5087,DSL Arizona Red,rok,AZ,DSL Arizona Red,D-ARR,5087,DSL Arizona Red,ROK,AZ,L,L,19.0,19,12,12,60.0,830,230,28.2%,86.6,88.1,17.2,5.95,27.8%,7.0%,62.2%,41.4%,25.1%,68.3%,62.8%,29.09%,61.63%,31.3%,33.2%,18.7%,32.3%,66.8%,6.4%,.248,.239,8.12,.010
